Thorlabs Beam
Version: 7.0.4131.325
Date: 2019-05-16
Time: 11:06:47

Device: BP109-IR
S/N: M00230332

Resolution [µm]: 1.20
Sample Frequency [Hz]: 200000.00
Sample Count: 7504

Pos X [µm];X;Pos Y [µm];Y;
-2821.06;2.34e-04;-2720.75;3.32e-04;
-2819.87;6.61e-04;-2719.56;-6.42e-05;
-2818.68;6.58e-04;-2718.38;-5.57e-05;
-2817.49;2.97e-04;-2717.19;4.95e-04;
-2816.3;4.31e-04;-2716.01;1.73e-04;
-2815.11;5.46e-04;-2714.82;-2.31e-04;
-2813.92;5.31e-04;-2713.64;-3.29e-04;
-2812.73;4.06e-04;-2712.45;1.90e-04;
-2811.54;2.46e-04;-2711.26;3.04e-04;
-2810.35;4.56e-04;-2710.08;2.26e-04;
-2809.16;5.06e-04;-2708.89;-2.74e-04;
-2807.97;5.37e-04;-2707.71;1.63e-04;
-2806.78;6.39e-04;-2706.52;-5.91e-05;
-2805.59;3.84e-04;-2705.34;-4.06e-05;
-2804.4;2.66e-04;-2704.15;5.71e-05;
-2803.21;3.86e-04;-2702.97;2.69e-05;
-2802.02;5.70e-04;-2701.78;-1.59e-04;
-2800.83;6.42e-04;-2700.6;-6.91e-05;
-2799.64;2.76e-04;-2699.41;1.86e-04;
-2798.45;3.71e-04;-2698.23;9.90e-05;
-2797.26;3.94e-04;-2697.04;5.13e-04;
-2796.07;1.46e-04;-2695.86;1.43e-04;
-2794.88;4.10e-04;-2694.67;-2.07e-04;
-2793.69;7.60e-04;-2693.49;1.69e-05;
-2792.5;6.76e-04;-2692.3;-9.61e-05;
-2791.31;5.08e-04;-2691.12;5.25e-05;
-2790.12;1.72e-04;-2689.93;1.09e-04;
-2788.93;1.91e-04;-2688.74;3.11e-04;
-2787.74;5.84e-04;-2687.56;-6.82e-05;
-2786.55;7.76e-04;-2686.37;6.54e-05;
-2785.36;6.54e-04;-2685.19;-1.64e-04;
-2784.17;3.60e-04;-2684;-1.64e-05;
-2782.98;3.02e-04;-2682.82;1.96e-04;
-2781.79;2.91e-04;-2681.63;8.36e-05;
-2780.6;2.59e-04;-2680.45;-1.10e-04;
-2779.41;5.53e-04;-2679.26;5.97e-05;
-2778.22;9.13e-04;-2678.08;7.36e-05;
-2777.03;9.63e-05;-2676.89;2.57e-04;
-2775.84;4.90e-05;-2675.71;2.13e-06;
-2774.65;4.91e-04;-2674.52;-7.13e-05;
-2773.46;8.50e-04;-2673.34;1.20e-04;
-2772.27;2.08e-04;-2672.15;1.30e-04;
-2771.08;1.66e-04;-2670.97;1.34e-04;
-2769.89;8.89e-04;-2669.78;-7.05e-05;
-2768.7;1.08e-03;-2668.59;2.83e-05;
-2767.51;3.90e-04;-2667.41;-5.28e-06;
-2766.32;-2.67e-04;-2666.22;2.80e-05;
-2765.13;2.94e-04;-2665.04;3.49e-05;
-2763.94;5.77e-04;-2663.85;-1.04e-04;
-2762.75;6.42e-04;-2662.67;-1.66e-04;
-2761.56;4.16e-04;-2661.48;3.48e-04;
-2760.37;2.68e-04;-2660.3;1.52e-04;
-2759.18;4.73e-04;-2659.11;-1.46e-04;
-2757.99;7.34e-04;-2657.93;8.98e-05;
-2756.8;5.66e-04;-2656.74;1.98e-05;
-2755.61;3.35e-04;-2655.56;1.64e-04;
-2754.42;4.73e-04;-2654.37;-6.99e-06;
-2753.23;5.91e-04;-2653.19;-2.35e-04;
-2752.04;3.49e-04;-2652;-1.63e-04;
-2750.85;3.14e-04;-2650.82;5.10e-04;
-2749.66;6.84e-04;-2649.63;1.14e-04;
-2748.47;2.83e-04;-2648.44;-3.01e-05;
-2747.28;6.07e-05;-2647.26;-1.05e-04;
-2746.09;4.16e-04;-2646.07;1.46e-04;
-2744.9;7.20e-04;-2644.89;-5.11e-05;
-2743.71;7.41e-04;-2643.7;4.48e-05;
-2742.52;6.17e-04;-2642.52;2.26e-04;
-2741.33;3.01e-04;-2641.33;2.42e-04;
-2740.14;7.58e-05;-2640.15;-1.33e-04;
-2738.95;6.83e-04;-2638.96;-1.69e-04;
-2737.76;6.21e-04;-2637.78;2.92e-04;
-2736.58;3.14e-04;-2636.59;7.87e-05;
-2735.39;4.43e-04;-2635.41;-7.36e-05;
-2734.2;3.48e-04;-2634.22;3.40e-05;
-2733.01;6.38e-04;-2633.04;-7.82e-05;
-2731.82;6.74e-04;-2631.85;-8.96e-05;
-2730.63;1.32e-04;-2630.67;1.86e-04;
-2729.44;1.65e-04;-2629.48;3.74e-04;
-2728.25;7.50e-04;-2628.3;1.70e-04;
-2727.06;7.78e-04;-2627.11;-2.83e-05;
-2725.87;4.67e-04;-2625.92;-1.35e-04;
-2724.68;1.09e-04;-2624.74;-2.70e-04;
-2723.49;8.60e-06;-2623.55;6.12e-06;
-2722.3;5.47e-04;-2622.37;3.45e-04;
-2721.11;1.03e-03;-2621.18;5.12e-04;
-2719.92;5.58e-04;-2620;-6.08e-05;
-2718.73;1.39e-04;-2618.81;-2.46e-04;
-2717.54;2.29e-04;-2617.63;6.40e-06;
-2716.35;8.83e-04;-2616.44;1.09e-04;
-2715.16;9.59e-04;-2615.26;-4.34e-05;
-2713.97;2.80e-04;-2614.07;1.58e-04;
-2712.78;9.13e-07;-2612.89;2.53e-04;
-2711.59;2.17e-04;-2611.7;1.29e-04;
-2710.4;3.14e-04;-2610.52;-2.55e-05;
-2709.21;8.79e-04;-2609.33;-2.88e-04;
-2708.02;6.36e-04;-2608.15;1.89e-04;
-2706.83;2.85e-04;-2606.96;2.56e-04;
-2705.64;5.89e-04;-2605.77;-7.33e-05;
-2704.45;4.90e-04;-2604.59;-2.69e-05;
-2703.26;4.19e-04;-2603.4;-3.43e-05;
-2702.07;6.82e-04;-2602.22;-3.57e-05;
-2700.88;3.24e-04;-2601.03;1.72e-04;
-2699.69;2.39e-04;-2599.85;-2.46e-05;
-2698.5;3.70e-04;-2598.66;-1.07e-04;
-2697.31;5.25e-04;-2597.48;8.41e-05;
-2696.12;4.86e-04;-2596.29;4.81e-04;
-2694.93;3.75e-04;-2595.11;-3.26e-05;
-2693.74;3.92e-04;-2593.92;-1.89e-04;
-2692.55;5.28e-04;-2592.74;-2.30e-04;
-2691.36;5.37e-04;-2591.55;2.72e-04;
-2690.17;4.97e-04;-2590.37;1.77e-04;
-2688.98;4.43e-04;-2589.18;1.98e-04;
-2687.79;5.46e-04;-2588;-2.43e-06;
-2686.6;4.20e-04;-2586.81;-4.69e-05;
-2685.41;3.20e-04;-2585.62;1.29e-04;
-2684.22;7.79e-04;-2584.44;3.71e-04;
-2683.03;3.85e-04;-2583.25;3.89e-05;
-2681.84;4.13e-04;-2582.07;-9.04e-05;
-2680.65;5.08e-04;-2580.88;-7.19e-05;
-2679.46;2.11e-04;-2579.7;-1.49e-04;
-2678.27;3.03e-04;-2578.51;8.44e-05;
-2677.08;6.29e-04;-2577.33;1.07e-04;
-2675.89;6.78e-04;-2576.14;-2.44e-05;
-2674.7;7.61e-04;-2574.96;2.54e-04;
-2673.51;3.94e-04;-2573.77;1.54e-04;
-2672.32;1.56e-04;-2572.59;8.02e-05;
-2671.13;3.66e-04;-2571.4;-1.08e-04;
-2669.94;3.60e-04;-2570.22;-2.55e-04;
-2668.75;5.02e-04;-2569.03;3.37e-05;
-2667.56;7.28e-04;-2567.85;2.73e-04;
-2666.37;3.72e-04;-2566.66;3.83e-04;
-2665.18;-3.72e-05;-2565.48;1.27e-05;
-2663.99;5.44e-04;-2564.29;-1.32e-04;
-2662.8;9.63e-04;-2563.1;-1.86e-04;
-2661.61;4.02e-04;-2561.92;2.48e-04;
-2660.42;1.12e-04;-2560.73;1.63e-04;
-2659.23;4.55e-04;-2559.55;-6.14e-05;
-2658.04;8.75e-04;-2558.36;-1.23e-04;
-2656.85;7.17e-04;-2557.18;-8.87e-05;
-2655.66;3.47e-04;-2555.99;1.35e-04;
-2654.47;1.92e-04;-2554.81;7.22e-04;
-2653.28;2.00e-04;-2553.62;-1.75e-05;
-2652.09;5.84e-04;-2552.44;-1.89e-04;
-2650.9;6.91e-04;-2551.25;-1.87e-04;
-2649.71;4.46e-04;-2550.07;1.42e-04;
-2648.52;3.99e-04;-2548.88;1.02e-04;
-2647.33;3.58e-04;-2547.7;1.98e-04;
-2646.14;4.64e-04;-2546.51;5.82e-05;
-2644.95;4.62e-04;-2545.33;-1.52e-04;
-2643.76;4.91e-04;-2544.14;1.21e-05;
-2642.57;5.83e-04;-2542.95;9.81e-05;
-2641.38;5.73e-04;-2541.77;7.73e-05;
-2640.19;3.56e-04;-2540.58;2.69e-04;
-2639;3.48e-04;-2539.4;5.83e-06;
-2637.81;3.57e-04;-2538.21;-2.47e-04;
-2636.62;6.14e-04;-2537.03;-1.84e-05;
-2635.43;5.16e-04;-2535.84;1.77e-04;
-2634.24;4.29e-04;-2534.66;6.48e-05;
-2633.05;5.48e-04;-2533.47;2.17e-04;
-2631.86;6.12e-04;-2532.29;7.96e-05;
-2630.67;4.06e-04;-2531.1;-1.44e-04;
-2629.48;3.47e-04;-2529.92;-4.71e-05;
-2628.29;8.83e-05;-2528.73;-1.02e-04;
-2627.1;5.23e-04;-2527.55;2.33e-04;
-2625.91;8.41e-04;-2526.36;2.33e-04;
-2624.72;6.02e-04;-2525.18;3.37e-05;
-2623.53;3.99e-04;-2523.99;-1.99e-04;
-2622.35;3.08e-04;-2522.8;-6.42e-06;
-2621.16;2.40e-04;-2521.62;2.41e-05;
-2619.97;6.48e-04;-2520.43;1.79e-04;
-2618.78;7.88e-04;-2519.25;5.34e-05;
-2617.59;5.48e-04;-2518.06;1.36e-04;
-2616.4;5.67e-05;-2516.88;-1.29e-04;
-2615.21;3.27e-04;-2515.69;4.20e-05;
-2614.02;8.76e-04;-2514.51;-4.00e-05;
-2612.83;6.11e-04;-2513.32;-6.11e-05;
-2611.64;2.80e-04;-2512.14;2.21e-05;
-2610.45;1.89e-04;-2510.95;2.46e-04;
-2609.26;4.53e-04;-2509.77;3.88e-04;
-2608.07;6.95e-04;-2508.58;-1.27e-04;
-2606.88;6.60e-04;-2507.4;-2.03e-04;
-2605.69;2.81e-04;-2506.21;2.09e-04;
-2604.5;2.41e-04;-2505.03;4.21e-04;
-2603.31;9.03e-04;-2503.84;1.58e-04;
-2602.12;6.59e-04;-2502.66;-2.51e-04;
-2600.93;4.57e-04;-2501.47;-2.03e-04;
-2599.74;1.21e-04;-2500.28;2.54e-04;
-2598.55;2.68e-04;-2499.1;2.61e-04;
-2597.36;7.53e-04;-2497.91;-4.83e-05;
-2596.17;8.46e-04;-2496.73;-1.93e-04;
-2594.98;5.32e-04;-2495.54;1.95e-04;
-2593.79;2.50e-04;-2494.36;7.53e-05;
-2592.6;-5.52e-05;-2493.17;4.34e-04;
-2591.41;3.33e-04;-2491.99;-1.64e-04;
-2590.22;7.79e-04;-2490.8;-1.51e-04;
-2589.03;6.09e-04;-2489.62;2.40e-04;
-2587.84;4.59e-04;-2488.43;4.37e-04;
-2586.65;3.27e-04;-2487.25;-3.40e-05;
-2585.46;4.01e-04;-2486.06;-2.12e-04;
-2584.27;3.74e-04;-2484.88;2.35e-05;
-2583.08;5.94e-04;-2483.69;6.93e-05;
-2581.89;5.83e-04;-2482.51;-5.23e-05;
-2580.7;5.58e-04;-2481.32;1.59e-04;
-2579.51;3.15e-04;-2480.13;1.33e-04;
-2578.32;3.98e-04;-2478.95;1.67e-05;
-2577.13;4.17e-04;-2477.76;-2.18e-04;
-2575.94;5.46e-04;-2476.58;-9.13e-05;
-2574.75;3.07e-04;-2475.39;4.88e-04;
-2573.56;3.01e-04;-2474.21;2.31e-04;
-2572.37;7.09e-04;-2473.02;1.25e-04;
-2571.18;7.97e-04;-2471.84;-1.72e-04;
-2569.99;5.32e-04;-2470.65;-1.55e-04;
-2568.8;1.47e-04;-2469.47;8.10e-05;
-2567.61;2.29e-04;-2468.28;1.50e-04;
-2566.42;6.70e-04;-2467.1;2.69e-04;
-2565.23;6.32e-04;-2465.91;1.33e-04;
-2564.04;5.55e-04;-2464.73;-2.65e-04;
-2562.85;2.73e-04;-2463.54;-7.28e-05;
-2561.66;3.44e-04;-2462.36;-1.47e-05;
-2560.47;5.85e-04;-2461.17;3.85e-04;
-2559.28;5.87e-04;-2459.98;4.06e-04;
-2558.09;5.70e-04;-2458.8;-1.92e-05;
-2556.9;3.91e-04;-2457.61;-2.04e-04;
-2555.71;2.32e-04;-2456.43;-2.07e-04;
-2554.52;3.62e-04;-2455.24;1.55e-04;
-2553.33;6.35e-04;-2454.06;6.85e-05;
-2552.14;6.54e-04;-2452.87;-1.35e-05;
-2550.95;5.02e-04;-2451.69;-1.41e-05;
-2549.76;4.16e-04;-2450.5;-1.94e-04;
-2548.57;4.56e-04;-2449.32;-5.65e-05;
-2547.38;9.38e-05;-2448.13;1.32e-04;
-2546.19;6.39e-04;-2446.95;2.68e-04;
-2545;9.79e-04;-2445.76;1.49e-04;
-2543.81;6.49e-04;-2444.58;8.64e-05;
-2542.62;-2.08e-04;-2443.39;2.13e-04;
-2541.43;3.27e-04;-2442.21;2.80e-05;
-2540.24;6.41e-04;-2441.02;-7.68e-05;
-2539.05;9.21e-04;-2439.84;1.41e-05;
-2537.86;6.27e-04;-2438.65;4.11e-05;
-2536.67;2.68e-04;-2437.46;9.55e-05;
-2535.48;1.79e-04;-2436.28;2.43e-04;
-2534.29;6.15e-04;-2435.09;4.91e-05;
-2533.1;7.30e-04;-2433.91;1.01e-05;
-2531.91;1.62e-04;-2432.72;4.00e-04;
-2530.72;2.20e-04;-2431.54;2.23e-05;
-2529.53;8.81e-04;-2430.35;-4.37e-04;
-2528.34;1.00e-03;-2429.17;-1.68e-04;
-2527.15;6.84e-04;-2427.98;2.03e-04;
-2525.96;6.10e-05;-2426.8;2.82e-04;
-2524.77;-1.47e-04;-2425.61;3.71e-04;
-2523.58;5.79e-04;-2424.43;2.75e-05;
-2522.39;7.53e-04;-2423.24;-1.70e-04;
-2521.2;6.11e-04;-2422.06;-1.53e-04;
-2520.01;2.34e-04;-2420.87;3.26e-05;
-2518.82;2.62e-04;-2419.69;3.09e-04;
-2517.63;6.31e-04;-2418.5;1.44e-04;
-2516.44;8.75e-04;-2417.31;-8.25e-05;
-2515.25;6.99e-04;-2416.13;1.27e-06;
-2514.06;4.14e-04;-2414.94;-6.19e-05;
-2512.87;1.51e-04;-2413.76;-1.04e-04;
-2511.68;5.52e-04;-2412.57;3.72e-04;
-2510.49;4.93e-04;-2411.39;1.90e-04;
-2509.3;5.33e-04;-2410.2;-2.27e-04;
-2508.12;2.57e-04;-2409.02;-8.39e-05;
-2506.93;4.96e-04;-2407.83;2.52e-04;
-2505.74;3.55e-04;-2406.65;2.20e-04;
-2504.55;6.67e-04;-2405.46;-1.59e-04;
-2503.36;7.44e-04;-2404.28;-6.74e-05;
-2502.17;2.09e-04;-2403.09;3.75e-04;
-2500.98;6.32e-04;-2401.91;1.57e-04;
-2499.79;3.46e-04;-2400.72;-1.85e-04;
-2498.6;5.43e-04;-2399.54;-2.26e-04;
-2497.41;5.63e-04;-2398.35;1.82e-04;
-2496.22;4.29e-04;-2397.16;2.04e-04;
-2495.03;1.96e-04;-2395.98;2.55e-04;
-2493.84;5.16e-04;-2394.79;-1.27e-04;
-2492.65;7.48e-04;-2393.61;1.27e-04;
-2491.46;8.32e-04;-2392.42;1.12e-04;
-2490.27;3.77e-04;-2391.24;-6.54e-05;
-2489.08;-1.18e-04;-2390.05;8.16e-05;
-2487.89;5.39e-04;-2388.87;4.35e-04;
-2486.7;9.06e-04;-2387.68;-5.17e-05;
-2485.51;4.77e-04;-2386.5;-1.97e-04;
-2484.32;3.76e-04;-2385.31;-1.82e-04;
-2483.13;2.50e-04;-2384.13;2.23e-04;
-2481.94;5.75e-04;-2382.94;1.43e-04;
-2480.75;6.23e-04;-2381.76;1.57e-04;
-2479.56;4.87e-04;-2380.57;-1.10e-05;
-2478.37;4.54e-04;-2379.39;1.37e-04;
-2477.18;5.03e-04;-2378.2;1.24e-04;
-2475.99;2.36e-04;-2377.01;-1.15e-05;
-2474.8;5.47e-04;-2375.83;7.79e-05;
-2473.61;6.39e-04;-2374.64;2.53e-04;
-2472.42;7.30e-04;-2373.46;1.38e-05;
-2471.23;2.57e-04;-2372.27;-1.32e-04;
-2470.04;1.70e-04;-2371.09;2.05e-04;
-2468.85;6.32e-04;-2369.9;8.36e-05;
-2467.66;7.91e-04;-2368.72;-1.13e-04;
-2466.47;3.91e-04;-2367.53;-2.98e-05;
-2465.28;3.13e-04;-2366.35;8.76e-05;
-2464.09;-5.72e-05;-2365.16;2.05e-04;
-2462.9;7.41e-04;-2363.98;3.94e-05;
-2461.71;9.25e-04;-2362.79;-6.17e-05;
-2460.52;6.82e-04;-2361.61;1.60e-04;
-2459.33;2.08e-04;-2360.42;1.15e-04;
-2458.14;3.18e-04;-2359.24;-1.11e-04;
-2456.95;6.71e-04;-2358.05;-8.22e-05;
-2455.76;5.87e-04;-2356.87;4.28e-04;
-2454.57;5.84e-04;-2355.68;3.49e-04;
-2453.38;2.20e-04;-2354.49;-7.39e-05;
-2452.19;3.20e-04;-2353.31;-4.93e-04;
-2451;7.63e-04;-2352.12;2.13e-04;
-2449.81;6.19e-04;-2350.94;4.28e-04;
-2448.62;3.78e-04;-2349.75;2.44e-04;
-2447.43;5.33e-04;-2348.57;4.85e-05;
-2446.24;6.06e-04;-2347.38;-3.35e-04;
-2445.05;4.48e-04;-2346.2;1.74e-04;
-2443.86;2.99e-04;-2345.01;3.75e-04;
-2442.67;3.76e-04;-2343.83;5.37e-05;
-2441.48;4.21e-04;-2342.64;1.93e-04;
-2440.29;4.55e-04;-2341.46;-1.66e-04;
-2439.1;5.44e-04;-2340.27;-1.83e-04;
-2437.91;4.57e-04;-2339.09;-1.00e-06;
-2436.72;4.75e-04;-2337.9;6.02e-05;
-2435.53;5.58e-04;-2336.72;-2.23e-04;
-2434.34;8.25e-04;-2335.53;-9.04e-05;
-2433.15;4.25e-04;-2334.34;3.34e-04;
-2431.96;2.54e-04;-2333.16;5.20e-04;
-2430.77;6.35e-04;-2331.97;-1.92e-04;
-2429.58;6.15e-04;-2330.79;-1.39e-04;
-2428.39;3.45e-04;-2329.6;1.57e-04;
-2427.2;4.70e-04;-2328.42;1.84e-04;
-2426.01;3.57e-04;-2327.23;-1.25e-04;
-2424.82;4.18e-04;-2326.05;1.15e-05;
-2423.63;8.40e-04;-2324.86;3.81e-04;
-2422.44;7.00e-04;-2323.68;-1.15e-04;
-2421.25;3.34e-04;-2322.49;2.38e-05;
-2420.06;2.14e-04;-2321.31;-2.88e-04;
-2418.87;4.83e-04;-2320.12;2.42e-04;
-2417.68;5.04e-04;-2318.94;3.60e-04;
-2416.49;6.21e-04;-2317.75;1.15e-04;
-2415.3;4.16e-04;-2316.57;-5.20e-05;
-2414.11;4.20e-04;-2315.38;-7.48e-05;
-2412.92;5.39e-04;-2314.19;1.54e-04;
-2411.73;5.86e-04;-2313.01;3.89e-04;
-2410.54;9.79e-04;-2311.82;1.10e-04;
-2409.35;2.25e-04;-2310.64;-8.59e-05;
-2408.16;1.83e-05;-2309.45;-2.27e-04;
-2406.97;4.06e-04;-2308.27;2.57e-04;
-2405.78;1.01e-03;-2307.08;2.20e-04;
-2404.59;7.72e-04;-2305.9;-3.40e-05;
-2403.4;2.90e-04;-2304.71;-3.03e-04;
-2402.21;2.17e-05;-2303.53;1.29e-04;
-2401.02;4.80e-04;-2302.34;2.35e-04;
-2399.83;6.57e-04;-2301.16;1.56e-04;
-2398.64;6.08e-04;-2299.97;-3.92e-05;
-2397.45;3.92e-04;-2298.79;-3.00e-04;
-2396.26;5.82e-04;-2297.6;4.52e-04;
-2395.08;4.53e-04;-2296.42;4.40e-04;
-2393.89;4.97e-04;-2295.23;3.69e-05;
-2392.7;6.24e-04;-2294.05;-1.55e-04;
-2391.51;4.87e-04;-2292.86;-2.32e-04;
-2390.32;2.31e-04;-2291.67;1.52e-04;
-2389.13;2.96e-04;-2290.49;1.02e-04;
-2387.94;8.44e-04;-2289.3;6.08e-05;
-2386.75;7.43e-04;-2288.12;-2.86e-05;
-2385.56;3.91e-04;-2286.93;1.67e-04;
-2384.37;5.31e-04;-2285.75;-4.43e-05;
-2383.18;1.63e-04;-2284.56;2.20e-04;
-2381.99;4.75e-04;-2283.38;2.75e-05;
-2380.8;8.47e-04;-2282.19;-2.24e-05;
-2379.61;8.88e-04;-2281.01;1.74e-04;
-2378.42;5.86e-04;-2279.82;-1.07e-04;
-2377.23;-6.17e-05;-2278.64;-9.19e-05;
-2376.04;3.53e-04;-2277.45;1.36e-04;
-2374.85;6.84e-04;-2276.27;4.83e-05;
-2373.66;9.32e-04;-2275.08;3.05e-04;
-2372.47;7.06e-04;-2273.9;1.19e-04;
-2371.28;1.58e-04;-2272.71;-6.19e-05;
-2370.09;2.00e-04;-2271.52;8.73e-05;
-2368.9;3.72e-04;-2270.34;2.99e-04;
-2367.71;5.23e-04;-2269.15;-5.85e-06;
-2366.52;4.37e-04;-2267.97;-3.58e-04;
-2365.33;6.06e-04;-2266.78;3.65e-04;
-2364.14;5.74e-04;-2265.6;4.16e-04;
-2362.95;3.80e-04;-2264.41;-2.54e-04;
-2361.76;3.37e-04;-2263.23;-2.78e-04;
-2360.57;4.00e-04;-2262.04;2.80e-04;
-2359.38;6.66e-04;-2260.86;3.97e-04;
-2358.19;8.71e-04;-2259.67;5.62e-05;
-2357;6.96e-04;-2258.49;-3.76e-04;
-2355.81;4.60e-04;-2257.3;8.64e-05;
-2354.62;-7.14e-05;-2256.12;4.59e-04;
-2353.43;5.22e-04;-2254.93;1.03e-04;
-2352.24;1.15e-03;-2253.75;-3.58e-04;
-2351.05;5.49e-04;-2252.56;-2.43e-04;
-2349.86;1.64e-04;-2251.37;9.30e-05;
-2348.67;1.86e-04;-2250.19;4.12e-04;
-2347.48;3.01e-04;-2249;3.46e-04;
-2346.29;6.05e-04;-2247.82;5.31e-05;
-2345.1;1.14e-03;-2246.63;-1.58e-05;
-2343.91;9.13e-04;-2245.45;1.90e-04;
-2342.72;1.50e-04;-2244.26;-3.69e-05;
-2341.53;1.78e-04;-2243.08;-1.28e-04;
-2340.34;4.14e-04;-2241.89;1.95e-04;
-2339.15;6.92e-04;-2240.71;1.91e-04;
-2337.96;8.03e-04;-2239.52;-7.68e-05;
-2336.77;4.87e-04;-2238.34;-2.31e-04;
-2335.58;1.46e-04;-2237.15;1.26e-04;
-2334.39;4.38e-04;-2235.97;8.76e-05;
-2333.2;4.96e-04;-2234.78;1.66e-04;
-2332.01;7.01e-04;-2233.6;1.33e-04;
-2330.82;5.68e-04;-2232.41;7.53e-05;
-2329.63;4.62e-04;-2231.23;6.68e-05;
-2328.44;6.26e-04;-2230.04;-6.99e-05;
-2327.25;4.71e-04;-2228.85;-1.00e-06;
-2326.06;4.24e-04;-2227.67;-1.57e-04;
-2324.87;3.49e-04;-2226.48;2.95e-04;
-2323.68;3.92e-04;-2225.3;4.23e-04;
-2322.49;8.37e-04;-2224.11;1.41e-05;
-2321.3;6.10e-04;-2222.93;-1.86e-04;
-2320.11;3.23e-04;-2221.74;1.89e-04;
-2318.92;4.85e-04;-2220.56;3.40e-04;
-2317.73;8.19e-04;-2219.37;2.43e-05;
-2316.54;5.05e-04;-2218.19;-3.93e-04;
-2315.35;4.60e-04;-2217;1.85e-04;
-2314.16;5.38e-04;-2215.82;4.75e-04;
-2312.97;5.87e-04;-2214.63;1.86e-04;
-2311.78;5.21e-04;-2213.45;-3.18e-04;
-2310.59;2.39e-04;-2212.26;-2.75e-04;
-2309.4;3.81e-04;-2211.08;5.26e-06;
-2308.21;6.31e-04;-2209.89;3.40e-04;
-2307.02;5.63e-04;-2208.7;-3.83e-05;
-2305.83;4.37e-04;-2207.52;-1.52e-05;
-2304.64;5.50e-04;-2206.33;2.16e-04;
-2303.45;4.66e-04;-2205.15;3.29e-04;
-2302.26;2.67e-04;-2203.96;-9.33e-05;
-2301.07;6.04e-04;-2202.78;-2.61e-04;
-2299.88;7.03e-04;-2201.59;1.21e-04;
-2298.69;8.87e-04;-2200.41;1.25e-04;
-2297.5;5.54e-04;-2199.22;2.07e-04;
-2296.31;2.28e-04;-2198.04;1.15e-04;
-2295.12;2.94e-04;-2196.85;-6.85e-05;
-2293.93;6.04e-04;-2195.67;-2.82e-04;
-2292.74;6.15e-04;-2194.48;-1.15e-04;
-2291.55;6.79e-04;-2193.3;2.64e-04;
-2290.36;4.85e-04;-2192.11;1.66e-04;
-2289.17;2.58e-04;-2190.93;2.25e-04;
-2287.98;3.06e-04;-2189.74;1.61e-04;
-2286.79;5.87e-04;-2188.55;-4.88e-05;
-2285.6;7.20e-04;-2187.37;7.70e-05;
-2284.41;5.11e-04;-2186.18;1.72e-04;
-2283.22;3.47e-04;-2185;3.80e-05;
-2282.03;7.17e-04;-2183.81;-5.57e-05;
-2280.85;5.68e-04;-2182.63;-9.10e-05;
-2279.66;5.13e-04;-2181.44;3.19e-04;
-2278.47;7.58e-04;-2180.26;2.51e-04;
-2277.28;4.34e-04;-2179.07;2.35e-05;
-2276.09;3.15e-04;-2177.89;2.15e-04;
-2274.9;4.43e-04;-2176.7;2.54e-04;
-2273.71;6.26e-04;-2175.52;-1.65e-04;
-2272.52;7.77e-04;-2174.33;-3.11e-04;
-2271.33;5.70e-04;-2173.15;8.78e-05;
-2270.14;5.32e-04;-2171.96;9.16e-05;
-2268.95;2.80e-04;-2170.78;1.07e-04;
-2267.76;3.99e-04;-2169.59;3.85e-04;
-2266.57;6.00e-04;-2168.41;2.49e-05;
-2265.38;7.34e-04;-2167.22;-2.25e-04;
-2264.19;4.82e-04;-2166.03;-3.59e-04;
-2263;3.59e-04;-2164.85;1.30e-04;
-2261.81;3.04e-04;-2163.66;3.37e-04;
-2260.62;5.48e-04;-2162.48;2.63e-04;
-2259.43;7.35e-04;-2161.29;2.90e-04;
-2258.24;6.26e-04;-2160.11;-2.01e-04;
-2257.05;3.75e-04;-2158.92;-3.42e-04;
-2255.86;2.86e-04;-2157.74;3.60e-04;
-2254.67;6.82e-04;-2156.55;5.19e-04;
-2253.48;9.17e-04;-2155.37;-1.59e-04;
-2252.29;4.09e-04;-2154.18;-1.70e-04;
-2251.1;4.81e-04;-2153;2.81e-04;
-2249.91;5.49e-04;-2151.81;2.11e-04;
-2248.72;1.63e-04;-2150.63;-5.85e-06;
-2247.53;1.14e-03;-2149.44;-2.59e-04;
-2246.34;6.77e-04;-2148.26;-2.06e-04;
-2245.15;-1.90e-05;-2147.07;1.53e-04;
-2243.96;3.20e-04;-2145.88;3.02e-04;
-2242.77;8.75e-04;-2144.7;3.36e-04;
-2241.58;6.63e-04;-2143.51;-1.87e-04;
-2240.39;6.42e-04;-2142.33;-2.65e-04;
-2239.2;1.04e-04;-2141.14;2.40e-04;
-2238.01;1.66e-04;-2139.96;1.99e-04;
-2236.82;7.36e-04;-2138.77;-6.99e-06;
-2235.63;8.97e-04;-2137.59;1.08e-04;
-2234.44;6.19e-04;-2136.4;2.99e-04;
-2233.25;2.06e-04;-2135.22;2.49e-04;
-2232.06;4.31e-04;-2134.03;-1.29e-04;
-2230.87;6.76e-04;-2132.85;-4.55e-04;
-2229.68;8.30e-04;-2131.66;-1.04e-04;
-2228.49;4.28e-04;-2130.48;4.45e-04;
-2227.3;2.08e-04;-2129.29;2.50e-04;
-2226.11;5.54e-04;-2128.11;-3.20e-05;
-2224.92;7.17e-04;-2126.92;8.19e-05;
-2223.73;5.56e-04;-2125.73;1.44e-04;
-2222.54;6.20e-04;-2124.55;1.41e-04;
-2221.35;5.75e-04;-2123.36;2.11e-04;
-2220.16;3.00e-04;-2122.18;-3.06e-05;
