Thorlabs Beam
Version: 7.0.4131.325
Date: 2019-05-16
Time: 11:06:47

Device: BP109-IR
S/N: M00230332

Resolution [µm]: 1.20
Sample Frequency [Hz]: 200000.00
Sample Count: 7504

Pos X [µm];X;Pos Y [µm];Y;
232.214;1.51e-03;320.69;4.96e-03;
233.404;1.15e-03;321.876;4.57e-03;
234.594;1.26e-03;323.061;4.49e-03;
235.784;1.55e-03;324.246;4.74e-03;
236.974;1.61e-03;325.431;4.98e-03;
238.164;1.47e-03;326.617;4.83e-03;
239.353;1.16e-03;327.802;4.60e-03;
240.543;1.19e-03;328.987;4.49e-03;
241.733;1.36e-03;330.173;4.72e-03;
242.923;1.67e-03;331.358;4.50e-03;
244.113;1.61e-03;332.543;4.40e-03;
245.303;1.38e-03;333.728;4.70e-03;
246.493;1.34e-03;334.914;4.77e-03;
247.683;1.53e-03;336.099;5.02e-03;
248.873;1.41e-03;337.284;4.89e-03;
250.062;1.36e-03;338.47;4.46e-03;
251.252;1.19e-03;339.655;4.28e-03;
252.442;1.47e-03;340.84;4.63e-03;
253.632;1.68e-03;342.025;4.98e-03;
254.822;1.49e-03;343.211;4.64e-03;
256.012;1.18e-03;344.396;4.44e-03;
257.202;1.04e-03;345.581;4.33e-03;
258.392;1.40e-03;346.767;4.71e-03;
259.582;1.83e-03;347.952;4.69e-03;
260.772;1.40e-03;349.137;4.81e-03;
261.961;1.12e-03;350.322;4.53e-03;
263.151;1.49e-03;351.508;4.14e-03;
264.341;1.54e-03;352.693;4.59e-03;
265.531;1.19e-03;353.878;4.96e-03;
266.721;1.18e-03;355.064;4.60e-03;
267.911;1.51e-03;356.249;4.15e-03;
269.101;1.43e-03;357.434;4.53e-03;
270.291;1.56e-03;358.619;4.65e-03;
271.481;1.53e-03;359.805;4.67e-03;
272.67;1.30e-03;360.99;4.65e-03;
273.86;1.31e-03;362.175;4.67e-03;
275.05;1.33e-03;363.361;4.43e-03;
276.24;1.47e-03;364.546;4.38e-03;
277.43;1.67e-03;365.731;4.26e-03;
278.62;1.44e-03;366.916;4.45e-03;
279.81;1.21e-03;368.102;4.84e-03;
281;1.09e-03;369.287;4.76e-03;
282.19;1.69e-03;370.472;4.39e-03;
283.38;1.61e-03;371.658;4.04e-03;
284.569;1.31e-03;372.843;4.24e-03;
285.759;8.97e-04;374.028;4.71e-03;
286.949;1.38e-03;375.213;5.12e-03;
288.139;1.64e-03;376.399;4.60e-03;
289.329;1.47e-03;377.584;4.08e-03;
290.519;1.24e-03;378.769;4.03e-03;
291.709;1.13e-03;379.954;4.73e-03;
292.899;1.33e-03;381.14;4.52e-03;
294.089;1.52e-03;382.325;4.22e-03;
295.278;1.72e-03;383.51;4.69e-03;
296.468;1.35e-03;384.696;4.61e-03;
297.658;1.08e-03;385.881;4.20e-03;
298.848;1.27e-03;387.066;4.23e-03;
300.038;1.47e-03;388.251;4.14e-03;
301.228;1.43e-03;389.437;4.66e-03;
302.418;1.43e-03;390.622;4.52e-03;
303.608;1.24e-03;391.807;4.41e-03;
304.798;1.43e-03;392.993;4.50e-03;
305.988;1.50e-03;394.178;4.25e-03;
307.177;1.30e-03;395.363;4.18e-03;
308.367;1.39e-03;396.548;4.46e-03;
309.557;1.13e-03;397.734;4.45e-03;
310.747;1.10e-03;398.919;4.45e-03;
311.937;1.28e-03;400.104;4.39e-03;
313.127;1.34e-03;401.29;4.00e-03;
314.317;1.42e-03;402.475;4.08e-03;
315.507;1.39e-03;403.66;4.52e-03;
316.697;1.43e-03;404.845;4.45e-03;
317.887;1.50e-03;406.031;4.23e-03;
319.076;1.55e-03;407.216;4.28e-03;
320.266;1.04e-03;408.401;4.36e-03;
321.456;1.24e-03;409.587;4.51e-03;
322.646;1.36e-03;410.772;4.32e-03;
323.836;1.56e-03;411.957;4.18e-03;
325.026;1.14e-03;413.142;4.17e-03;
326.216;1.04e-03;414.328;4.41e-03;
327.406;1.15e-03;415.513;4.50e-03;
328.596;1.74e-03;416.698;4.06e-03;
329.785;1.57e-03;417.884;4.34e-03;
330.975;1.08e-03;419.069;4.43e-03;
332.165;1.07e-03;420.254;4.11e-03;
333.355;1.47e-03;421.439;4.16e-03;
334.545;1.40e-03;422.625;4.17e-03;
335.735;1.31e-03;423.81;4.38e-03;
336.925;1.08e-03;424.995;3.98e-03;
338.115;1.16e-03;426.181;4.27e-03;
339.305;1.63e-03;427.366;4.12e-03;
340.495;1.38e-03;428.551;3.99e-03;
341.684;9.71e-04;429.736;4.20e-03;
342.874;1.50e-03;430.922;4.71e-03;
344.064;1.59e-03;432.107;4.25e-03;
345.254;1.50e-03;433.292;3.86e-03;
346.444;1.25e-03;434.478;3.95e-03;
347.634;1.31e-03;435.663;4.25e-03;
348.824;1.07e-03;436.848;4.42e-03;
350.014;1.50e-03;438.033;3.90e-03;
351.204;1.47e-03;439.219;3.71e-03;
352.393;1.37e-03;440.404;4.08e-03;
353.583;1.09e-03;441.589;4.50e-03;
354.773;1.19e-03;442.775;4.20e-03;
355.963;1.43e-03;443.96;3.86e-03;
357.153;1.37e-03;445.145;3.92e-03;
358.343;1.14e-03;446.33;3.82e-03;
359.533;1.27e-03;447.516;4.30e-03;
360.723;1.36e-03;448.701;4.40e-03;
361.913;1.35e-03;449.886;4.09e-03;
363.103;1.10e-03;451.071;4.06e-03;
364.292;1.08e-03;452.257;4.18e-03;
365.482;1.47e-03;453.442;3.89e-03;
366.672;1.54e-03;454.627;4.26e-03;
367.862;1.57e-03;455.813;4.17e-03;
369.052;1.07e-03;456.998;3.82e-03;
370.242;1.19e-03;458.183;3.81e-03;
371.432;1.32e-03;459.368;3.97e-03;
372.622;1.42e-03;460.554;3.86e-03;
373.812;1.27e-03;461.739;4.06e-03;
375.001;1.17e-03;462.924;4.28e-03;
376.191;1.35e-03;464.11;3.86e-03;
377.381;1.39e-03;465.295;3.83e-03;
378.571;1.41e-03;466.48;3.93e-03;
379.761;1.06e-03;467.665;4.07e-03;
380.951;1.01e-03;468.851;4.01e-03;
382.141;1.12e-03;470.036;4.07e-03;
383.331;1.42e-03;471.221;3.99e-03;
384.521;1.48e-03;472.407;3.86e-03;
385.711;1.15e-03;473.592;3.59e-03;
386.9;1.25e-03;474.777;4.13e-03;
388.09;1.25e-03;475.962;4.20e-03;
389.28;1.20e-03;477.148;3.83e-03;
390.47;1.37e-03;478.333;3.69e-03;
391.66;1.50e-03;479.518;3.86e-03;
392.85;1.33e-03;480.704;3.98e-03;
394.04;8.34e-04;481.889;3.94e-03;
395.23;1.10e-03;483.074;3.73e-03;
396.42;1.61e-03;484.259;3.94e-03;
397.61;1.70e-03;485.445;3.92e-03;
398.799;1.29e-03;486.63;3.77e-03;
399.989;7.99e-04;487.815;4.08e-03;
401.179;1.16e-03;489.001;3.83e-03;
402.369;1.39e-03;490.186;3.88e-03;
403.559;1.25e-03;491.371;3.48e-03;
404.749;1.37e-03;492.556;3.52e-03;
405.939;1.13e-03;493.742;4.29e-03;
407.129;1.17e-03;494.927;4.34e-03;
408.319;1.37e-03;496.112;3.46e-03;
409.508;1.38e-03;497.298;3.47e-03;
410.698;1.34e-03;498.483;3.93e-03;
411.888;1.15e-03;499.668;3.84e-03;
413.078;1.23e-03;500.853;3.80e-03;
414.268;1.05e-03;502.039;3.65e-03;
415.458;1.13e-03;503.224;3.99e-03;
416.648;1.35e-03;504.409;3.76e-03;
417.838;1.49e-03;505.595;3.78e-03;
419.028;1.18e-03;506.78;3.82e-03;
420.218;1.05e-03;507.965;3.54e-03;
421.407;1.20e-03;509.15;3.63e-03;
422.597;1.38e-03;510.336;3.70e-03;
423.787;1.65e-03;511.521;3.55e-03;
424.977;1.26e-03;512.706;4.38e-03;
426.167;8.84e-04;513.892;3.84e-03;
427.357;1.24e-03;515.077;3.20e-03;
428.547;1.25e-03;516.262;3.41e-03;
429.737;1.26e-03;517.447;4.02e-03;
430.927;1.13e-03;518.633;3.80e-03;
432.116;1.21e-03;519.818;3.64e-03;
433.306;1.07e-03;521.003;3.59e-03;
434.496;1.33e-03;522.189;3.59e-03;
435.686;1.37e-03;523.374;3.58e-03;
436.876;1.32e-03;524.559;3.55e-03;
438.066;1.02e-03;525.744;3.46e-03;
439.256;9.85e-04;526.93;3.69e-03;
440.446;1.38e-03;528.115;3.58e-03;
441.636;1.44e-03;529.3;3.56e-03;
442.826;1.26e-03;530.485;3.66e-03;
444.015;8.70e-04;531.671;3.85e-03;
445.205;1.11e-03;532.856;3.73e-03;
446.395;1.41e-03;534.041;3.36e-03;
447.585;1.56e-03;535.227;3.14e-03;
448.775;1.29e-03;536.412;3.57e-03;
449.965;9.79e-04;537.597;3.62e-03;
451.155;1.15e-03;538.782;3.78e-03;
452.345;1.54e-03;539.968;3.63e-03;
453.535;1.31e-03;541.153;3.28e-03;
454.724;1.28e-03;542.338;3.26e-03;
455.914;1.05e-03;543.524;3.68e-03;
457.104;8.63e-04;544.709;3.83e-03;
458.294;1.26e-03;545.894;3.52e-03;
459.484;1.31e-03;547.079;3.59e-03;
460.674;1.21e-03;548.265;3.50e-03;
461.864;1.41e-03;549.45;3.24e-03;
463.054;1.36e-03;550.635;3.36e-03;
464.244;8.63e-04;551.821;3.71e-03;
465.434;6.23e-04;553.006;3.79e-03;
466.623;1.30e-03;554.191;3.12e-03;
467.813;1.78e-03;555.376;3.42e-03;
469.003;1.39e-03;556.562;3.73e-03;
470.193;9.14e-04;557.747;3.23e-03;
471.383;8.93e-04;558.932;3.21e-03;
472.573;1.26e-03;560.118;3.41e-03;
473.763;1.64e-03;561.303;3.67e-03;
474.953;1.18e-03;562.488;3.60e-03;
476.143;6.56e-04;563.673;3.12e-03;
477.332;1.22e-03;564.859;3.08e-03;
478.522;1.48e-03;566.044;3.48e-03;
479.712;1.37e-03;567.229;3.79e-03;
480.902;9.26e-04;568.415;3.29e-03;
482.092;1.11e-03;569.6;3.16e-03;
483.282;1.42e-03;570.785;2.91e-03;
484.472;1.16e-03;571.97;3.52e-03;
485.662;9.58e-04;573.156;3.54e-03;
486.852;9.21e-04;574.341;3.06e-03;
488.042;1.35e-03;575.526;3.12e-03;
489.231;1.31e-03;576.712;3.63e-03;
490.421;1.53e-03;577.897;3.57e-03;
491.611;1.27e-03;579.082;2.90e-03;
492.801;9.77e-04;580.267;3.02e-03;
493.991;1.09e-03;581.453;3.47e-03;
495.181;1.04e-03;582.638;3.65e-03;
496.371;9.82e-04;583.823;3.27e-03;
497.561;1.59e-03;585.009;3.06e-03;
498.751;1.35e-03;586.194;3.22e-03;
499.941;7.69e-04;587.379;3.21e-03;
501.13;9.07e-04;588.564;3.29e-03;
502.32;1.34e-03;589.75;3.12e-03;
503.51;1.55e-03;590.935;3.18e-03;
504.7;1.38e-03;592.12;3.34e-03;
505.89;9.63e-04;593.306;3.23e-03;
507.08;8.89e-04;594.491;2.97e-03;
508.27;9.43e-04;595.676;3.27e-03;
509.46;1.31e-03;596.861;3.39e-03;
510.65;1.25e-03;598.047;3.11e-03;
511.839;1.15e-03;599.232;2.92e-03;
513.029;1.28e-03;600.417;3.01e-03;
514.219;1.30e-03;601.603;3.37e-03;
515.409;1.18e-03;602.788;3.05e-03;
516.599;1.10e-03;603.973;3.16e-03;
517.789;9.73e-04;605.158;3.18e-03;
518.979;8.58e-04;606.344;3.16e-03;
520.169;1.02e-03;607.529;3.14e-03;
521.359;1.35e-03;608.714;3.02e-03;
522.549;1.25e-03;609.899;3.28e-03;
523.738;1.18e-03;611.085;3.08e-03;
524.928;1.07e-03;612.27;2.84e-03;
526.118;1.13e-03;613.455;3.00e-03;
527.308;1.07e-03;614.641;3.08e-03;
528.498;9.55e-04;615.826;3.41e-03;
529.688;1.18e-03;617.011;3.07e-03;
530.878;1.42e-03;618.196;2.87e-03;
532.068;1.26e-03;619.382;2.79e-03;
533.258;1.19e-03;620.567;2.94e-03;
534.447;1.32e-03;621.752;3.23e-03;
535.637;8.65e-04;622.938;3.26e-03;
536.827;9.08e-04;624.123;3.03e-03;
538.017;1.39e-03;625.308;2.91e-03;
539.207;1.33e-03;626.493;2.82e-03;
540.397;7.82e-04;627.679;3.14e-03;
541.587;1.08e-03;628.864;3.03e-03;
542.777;1.18e-03;630.049;2.90e-03;
543.967;1.14e-03;631.235;2.86e-03;
545.157;1.03e-03;632.42;3.06e-03;
546.346;1.41e-03;633.605;3.09e-03;
547.536;1.32e-03;634.79;2.95e-03;
548.726;8.74e-04;635.976;2.89e-03;
549.916;8.64e-04;637.161;2.79e-03;
551.106;1.23e-03;638.346;2.77e-03;
552.296;1.45e-03;639.532;3.20e-03;
553.486;1.02e-03;640.717;2.97e-03;
554.676;6.95e-04;641.902;2.78e-03;
555.866;1.29e-03;643.087;2.70e-03;
557.055;1.26e-03;644.273;2.84e-03;
558.245;9.28e-04;645.458;2.79e-03;
559.435;1.18e-03;646.643;2.82e-03;
560.625;1.22e-03;647.829;3.20e-03;
561.815;1.27e-03;649.014;2.94e-03;
563.005;1.14e-03;650.199;2.74e-03;
564.195;9.78e-04;651.384;2.93e-03;
565.385;1.06e-03;652.57;2.87e-03;
566.575;8.61e-04;653.755;2.73e-03;
567.765;1.09e-03;654.94;2.69e-03;
568.954;1.12e-03;656.126;2.96e-03;
570.144;1.12e-03;657.311;2.90e-03;
571.334;1.08e-03;658.496;2.98e-03;
572.524;1.24e-03;659.681;2.52e-03;
573.714;1.19e-03;660.867;2.50e-03;
574.904;1.04e-03;662.052;2.72e-03;
576.094;1.27e-03;663.237;2.89e-03;
577.284;1.10e-03;664.423;2.76e-03;
578.474;1.31e-03;665.608;2.72e-03;
579.663;8.97e-04;666.793;2.99e-03;
580.853;9.18e-04;667.978;2.73e-03;
582.043;1.12e-03;669.164;3.09e-03;
583.233;1.14e-03;670.349;3.05e-03;
584.423;1.18e-03;671.534;2.67e-03;
585.613;1.06e-03;672.72;2.23e-03;
586.803;1.27e-03;673.905;2.29e-03;
587.993;1.22e-03;675.09;2.66e-03;
589.183;1.12e-03;676.275;3.15e-03;
590.373;9.94e-04;677.461;2.78e-03;
591.562;8.69e-04;678.646;2.71e-03;
592.752;7.87e-04;679.831;2.59e-03;
593.942;1.16e-03;681.016;2.45e-03;
595.132;1.40e-03;682.202;2.76e-03;
596.322;1.05e-03;683.387;2.95e-03;
597.512;8.83e-04;684.572;2.63e-03;
598.702;1.15e-03;685.758;2.39e-03;
599.892;1.29e-03;686.943;2.77e-03;
601.082;1.25e-03;688.128;2.60e-03;
602.272;1.03e-03;689.313;2.56e-03;
603.461;8.96e-04;690.499;2.57e-03;
604.651;1.06e-03;691.684;2.43e-03;
605.841;1.31e-03;692.869;2.44e-03;
607.031;1.29e-03;694.055;2.78e-03;
608.221;7.95e-04;695.24;2.83e-03;
609.411;8.87e-04;696.425;2.51e-03;
610.601;1.41e-03;697.61;2.31e-03;
611.791;1.41e-03;698.796;2.45e-03;
612.981;6.58e-04;699.981;2.85e-03;
614.17;5.15e-04;701.166;2.53e-03;
615.36;1.17e-03;702.352;2.50e-03;
616.55;1.58e-03;703.537;2.42e-03;
617.74;1.11e-03;704.722;2.65e-03;
618.93;8.38e-04;705.907;2.64e-03;
620.12;8.16e-04;707.093;2.21e-03;
621.31;1.09e-03;708.278;2.39e-03;
622.5;1.32e-03;709.463;2.73e-03;
623.69;1.09e-03;710.649;2.62e-03;
624.88;9.34e-04;711.834;2.26e-03;
626.069;8.31e-04;713.019;2.08e-03;
627.259;9.24e-04;714.204;2.67e-03;
628.449;1.16e-03;715.39;2.91e-03;
629.639;1.36e-03;716.575;2.27e-03;
630.829;1.33e-03;717.76;2.01e-03;
632.019;8.45e-04;718.946;2.16e-03;
633.209;8.83e-04;720.131;3.07e-03;
634.399;1.11e-03;721.316;2.78e-03;
635.589;1.30e-03;722.501;2.00e-03;
636.778;9.46e-04;723.687;1.95e-03;
637.968;1.08e-03;724.872;2.54e-03;
639.158;1.20e-03;726.057;2.90e-03;
640.348;7.86e-04;727.243;2.45e-03;
641.538;9.01e-04;728.428;2.26e-03;
642.728;1.29e-03;729.613;2.20e-03;
643.918;1.12e-03;730.798;2.69e-03;
645.108;1.04e-03;731.984;2.42e-03;
646.298;9.72e-04;733.169;2.05e-03;
647.488;1.12e-03;734.354;2.38e-03;
648.677;1.12e-03;735.54;2.28e-03;
649.867;8.51e-04;736.725;2.37e-03;
651.057;7.70e-04;737.91;2.24e-03;
652.247;1.17e-03;739.095;2.49e-03;
653.437;1.35e-03;740.281;2.33e-03;
654.627;1.03e-03;741.466;2.25e-03;
655.817;7.68e-04;742.651;2.27e-03;
657.007;1.03e-03;743.837;2.46e-03;
658.197;1.28e-03;745.022;2.42e-03;
659.386;1.10e-03;746.207;2.10e-03;
660.576;7.56e-04;747.392;1.93e-03;
661.766;9.27e-04;748.578;2.16e-03;
662.956;1.30e-03;749.763;2.23e-03;
664.146;1.39e-03;750.948;2.33e-03;
665.336;1.18e-03;752.134;2.67e-03;
666.526;6.07e-04;753.319;2.20e-03;
667.716;4.84e-04;754.504;1.90e-03;
668.906;1.09e-03;755.689;1.93e-03;
670.096;1.32e-03;756.875;2.33e-03;
671.285;8.79e-04;758.06;2.60e-03;
672.475;7.86e-04;759.245;2.39e-03;
673.665;1.20e-03;760.43;1.99e-03;
674.855;1.51e-03;761.616;2.03e-03;
676.045;1.05e-03;762.801;2.19e-03;
677.235;6.97e-04;763.986;2.36e-03;
678.425;8.87e-04;765.172;2.41e-03;
679.615;1.33e-03;766.357;2.22e-03;
680.805;1.34e-03;767.542;2.09e-03;
681.995;8.50e-04;768.727;2.02e-03;
683.184;8.82e-04;769.913;2.16e-03;
684.374;1.08e-03;771.098;1.99e-03;
685.564;1.24e-03;772.283;2.13e-03;
686.754;1.10e-03;773.469;2.03e-03;
687.944;9.27e-04;774.654;2.25e-03;
689.134;6.63e-04;775.839;2.28e-03;
690.324;8.61e-04;777.024;1.94e-03;
691.514;1.27e-03;778.21;2.03e-03;
692.704;1.15e-03;779.395;2.32e-03;
693.893;8.58e-04;780.58;2.49e-03;
695.083;8.24e-04;781.766;2.29e-03;
696.273;1.11e-03;782.951;1.27e-03;
697.463;1.15e-03;784.136;1.52e-03;
698.653;1.02e-03;785.321;2.73e-03;
699.843;8.48e-04;786.507;2.91e-03;
701.033;9.48e-04;787.692;1.90e-03;
702.223;1.15e-03;788.877;1.60e-03;
703.413;1.17e-03;790.063;1.82e-03;
704.603;7.80e-04;791.248;2.24e-03;
705.792;1.02e-03;792.433;2.37e-03;
706.982;1.05e-03;793.618;1.86e-03;
708.172;1.05e-03;794.804;1.83e-03;
709.362;1.09e-03;795.989;1.96e-03;
710.552;1.14e-03;797.174;2.30e-03;
711.742;1.12e-03;798.36;1.85e-03;
712.932;9.79e-04;799.545;1.70e-03;
714.122;7.81e-04;800.73;2.09e-03;
715.312;8.00e-04;801.915;2.06e-03;
716.501;9.61e-04;803.101;1.83e-03;
717.691;1.21e-03;804.286;1.99e-03;
718.881;1.07e-03;805.471;1.93e-03;
720.071;9.94e-04;806.657;2.20e-03;
721.261;1.02e-03;807.842;1.84e-03;
722.451;1.08e-03;809.027;1.71e-03;
723.641;1.25e-03;810.212;1.95e-03;
724.831;8.13e-04;811.398;2.13e-03;
726.021;7.46e-04;812.583;1.92e-03;
727.211;1.21e-03;813.768;1.79e-03;
728.4;1.05e-03;814.954;2.02e-03;
729.59;7.90e-04;816.139;2.07e-03;
730.78;5.16e-04;817.324;1.67e-03;
731.97;1.18e-03;818.509;1.95e-03;
733.16;1.51e-03;819.695;2.17e-03;
734.35;8.66e-04;820.88;1.98e-03;
735.54;3.52e-04;822.065;1.77e-03;
736.73;7.82e-04;823.251;1.46e-03;
737.92;1.17e-03;824.436;1.81e-03;
739.109;1.35e-03;825.621;1.99e-03;
740.299;1.35e-03;826.806;1.98e-03;
741.489;6.72e-04;827.992;1.79e-03;
742.679;6.32e-04;829.177;1.97e-03;
743.869;1.09e-03;830.362;1.77e-03;
745.059;1.48e-03;831.548;1.79e-03;
746.249;1.28e-03;832.733;2.01e-03;
747.439;7.08e-04;833.918;1.89e-03;
748.629;5.86e-04;835.103;1.54e-03;
749.819;1.10e-03;836.289;1.90e-03;
751.008;1.36e-03;837.474;1.92e-03;
752.198;1.13e-03;838.659;1.70e-03;
753.388;5.99e-04;839.844;1.64e-03;
754.578;9.10e-04;841.03;1.69e-03;
755.768;8.55e-04;842.215;1.75e-03;
756.958;1.49e-03;843.4;1.79e-03;
758.148;1.06e-03;844.586;1.88e-03;
759.338;4.35e-04;845.771;1.89e-03;
760.528;6.59e-04;846.956;1.66e-03;
761.717;1.18e-03;848.141;1.62e-03;
762.907;1.46e-03;849.327;1.60e-03;
764.097;1.15e-03;850.512;1.51e-03;
765.287;8.74e-04;851.697;1.98e-03;
766.477;7.99e-04;852.883;1.88e-03;
767.667;8.94e-04;854.068;1.42e-03;
768.857;9.28e-04;855.253;1.78e-03;
770.047;1.24e-03;856.438;1.87e-03;
771.237;9.62e-04;857.624;1.91e-03;
772.427;5.41e-04;858.809;1.44e-03;
773.616;1.12e-03;859.994;1.49e-03;
774.806;1.19e-03;861.18;1.76e-03;
775.996;6.45e-04;862.365;1.99e-03;
777.186;9.68e-04;863.55;1.72e-03;
778.376;1.18e-03;864.735;1.55e-03;
779.566;7.98e-04;865.921;1.87e-03;
780.756;8.88e-04;867.106;1.82e-03;
781.946;1.12e-03;868.291;1.32e-03;
783.136;1.03e-03;869.477;1.32e-03;
784.326;7.84e-04;870.662;1.66e-03;
785.515;7.70e-04;871.847;1.51e-03;
786.705;1.32e-03;873.032;1.60e-03;
787.895;1.26e-03;874.218;1.86e-03;
789.085;1.03e-03;875.403;1.92e-03;
790.275;4.62e-04;876.588;1.64e-03;
791.465;6.38e-04;877.774;1.34e-03;
792.655;1.13e-03;878.959;1.77e-03;
793.845;1.21e-03;880.144;1.61e-03;
795.035;1.05e-03;881.329;1.30e-03;
796.224;8.40e-04;882.515;1.99e-03;
797.414;9.79e-04;883.7;1.87e-03;
798.604;9.85e-04;884.885;1.42e-03;
799.794;1.05e-03;886.071;1.44e-03;
800.984;7.88e-04;887.256;1.52e-03;
802.174;1.06e-03;888.441;1.62e-03;
803.364;1.19e-03;889.626;1.80e-03;
804.554;1.03e-03;890.812;1.65e-03;
805.744;5.65e-04;891.997;1.53e-03;
806.934;9.70e-04;893.182;1.34e-03;
808.123;1.26e-03;894.368;1.47e-03;
809.313;8.81e-04;895.553;1.50e-03;
810.503;9.53e-04;896.738;1.36e-03;
811.693;6.67e-04;897.923;1.40e-03;
812.883;8.38e-04;899.109;1.66e-03;
814.073;9.96e-04;900.294;1.75e-03;
815.263;1.16e-03;901.479;1.39e-03;
816.453;9.48e-04;902.665;1.15e-03;
817.643;1.06e-03;903.85;1.29e-03;
818.832;7.14e-04;905.035;1.78e-03;
820.022;9.18e-04;906.22;1.85e-03;
821.212;1.22e-03;907.406;1.47e-03;
822.402;7.85e-04;908.591;1.36e-03;
823.592;1.04e-03;909.776;1.18e-03;
824.782;9.88e-04;910.962;1.46e-03;
825.972;8.68e-04;912.147;1.76e-03;
827.162;6.48e-04;913.332;1.89e-03;
828.352;6.47e-04;914.517;1.51e-03;
829.542;1.03e-03;915.703;9.64e-04;
830.731;1.10e-03;916.888;9.86e-04;
831.921;1.15e-03;918.073;1.48e-03;
833.111;8.28e-04;919.258;1.53e-03;
834.301;9.01e-04;920.444;1.70e-03;
835.491;9.59e-04;921.629;1.64e-03;
836.681;7.35e-04;922.814;1.24e-03;
837.871;7.94e-04;924;1.15e-03;
839.061;1.01e-03;925.185;1.40e-03;
840.251;1.01e-03;926.37;1.62e-03;
841.44;1.21e-03;927.555;1.53e-03;
842.63;1.08e-03;928.741;1.28e-03;
843.82;7.64e-04;929.926;1.32e-03;
845.01;8.45e-04;931.111;1.35e-03;
846.2;8.05e-04;932.297;1.44e-03;
847.39;9.28e-04;933.482;1.50e-03;
848.58;9.24e-04;934.667;1.35e-03;
849.77;9.42e-04;935.852;9.89e-04;
850.96;9.54e-04;937.038;1.20e-03;
852.15;8.38e-04;938.223;1.68e-03;
853.339;7.43e-04;939.408;1.60e-03;
854.529;1.16e-03;940.594;1.40e-03;
855.719;8.43e-04;941.779;1.07e-03;
856.909;8.17e-04;942.964;1.26e-03;
858.099;9.39e-04;944.149;1.23e-03;
859.289;7.72e-04;945.335;1.32e-03;
860.479;9.38e-04;946.52;1.29e-03;
861.669;9.08e-04;947.705;1.11e-03;
862.859;9.70e-04;948.891;1.18e-03;
864.049;1.08e-03;950.076;1.82e-03;
865.238;1.08e-03;951.261;1.40e-03;
866.428;1.01e-03;952.446;1.19e-03;
867.618;7.84e-04;953.632;1.11e-03;
868.808;7.93e-04;954.817;1.15e-03;
869.998;7.94e-04;956.002;1.27e-03;
871.188;1.10e-03;957.188;1.52e-03;
872.378;1.17e-03;958.373;1.41e-03;
873.568;1.12e-03;959.558;1.29e-03;
874.758;7.82e-04;960.743;1.07e-03;
875.947;4.00e-04;961.929;1.05e-03;
877.137;5.49e-04;963.114;1.41e-03;
878.327;1.08e-03;964.299;1.48e-03;
879.517;1.31e-03;965.485;1.19e-03;
880.707;8.38e-04;966.67;1.14e-03;
881.897;1.00e-03;967.855;1.24e-03;
883.087;9.42e-04;969.04;1.16e-03;
884.277;8.27e-04;970.226;1.33e-03;
885.467;9.46e-04;971.411;1.16e-03;
886.657;1.04e-03;972.596;1.20e-03;
887.846;7.87e-04;973.782;1.36e-03;
889.036;8.51e-04;974.967;1.35e-03;
890.226;7.77e-04;976.152;1.47e-03;
891.416;8.67e-04;977.337;1.02e-03;
892.606;1.07e-03;978.523;8.64e-04;
893.796;7.22e-04;979.708;1.23e-03;
894.986;6.67e-04;980.893;1.52e-03;
896.176;1.16e-03;982.079;1.21e-03;
897.366;1.05e-03;983.264;1.08e-03;
898.555;1.02e-03;984.449;9.96e-04;
899.745;8.57e-04;985.634;1.22e-03;
900.935;6.17e-04;986.82;1.35e-03;
902.125;6.01e-04;988.005;1.45e-03;
903.315;1.05e-03;989.19;1.08e-03;
904.505;1.36e-03;990.375;6.68e-04;
905.695;9.44e-04;991.561;1.11e-03;
906.885;7.58e-04;992.746;1.30e-03;
908.075;7.54e-04;993.931;1.58e-03;
909.265;9.82e-04;995.117;1.16e-03;
910.454;9.71e-04;996.302;8.39e-04;
911.644;9.50e-04;997.487;8.82e-04;
912.834;7.65e-04;998.672;1.41e-03;
914.024;5.96e-04;999.858;1.46e-03;
915.214;1.06e-03;1001.04;9.48e-04;
916.404;8.32e-04;1002.23;9.25e-04;
917.594;7.31e-04;1003.41;1.29e-03;
918.784;8.29e-04;1004.6;9.48e-04;
919.974;1.18e-03;1005.78;9.03e-04;
921.163;1.19e-03;1006.97;1.21e-03;
922.353;1.04e-03;1008.15;1.29e-03;
923.543;4.23e-04;1009.34;1.08e-03;
924.733;4.88e-04;1010.53;9.65e-04;
925.923;1.11e-03;1011.71;1.20e-03;
927.113;1.49e-03;1012.9;1.31e-03;
928.303;9.95e-04;1014.08;8.06e-04;
929.493;3.89e-04;1015.27;9.63e-04;
930.683;4.00e-04;1016.45;1.15e-03;
931.873;1.11e-03;1017.64;1.31e-03;
933.062;9.89e-04;1018.82;9.63e-04;
934.252;9.32e-04;1020.01;8.72e-04;
935.442;5.82e-04;1021.19;1.41e-03;
936.632;8.60e-04;1022.38;9.92e-04;
937.822;1.18e-03;1023.56;8.40e-04;
939.012;9.37e-04;1024.75;1.22e-03;
940.202;4.61e-04;1025.93;1.15e-03;
941.392;8.05e-04;1027.12;1.07e-03;
942.582;1.23e-03;1028.3;8.94e-04;
943.771;8.77e-04;1029.49;1.21e-03;
944.961;6.95e-04;1030.68;9.85e-04;
946.151;9.95e-04;1031.86;9.33e-04;
947.341;7.51e-04;1033.05;1.16e-03;
